type,timestamp,interval,value
3,2025-09-01T03:00:00+00:00,900,0.0000
4,2025-09-01T03:00:00+00:00,900,0.0000
11,2025-09-01T03:00:00+00:00,900,0.3440
10,2025-09-01T03:00:00+00:00,900,0.0000
13,2025-09-01T03:00:00+00:00,900,0.0000
12,2025-09-01T03:00:00+00:00,900,0.0000
2,2025-09-01T03:15:00+00:00,900,0.0760
1,2025-09-01T03:15:00+00:00,900,0.0000
3,2025-09-01T03:15:00+00:00,900,0.0000
4,2025-09-01T03:15:00+00:00,900,0.0000
11,2025-09-01T03:15:00+00:00,900,0.3040
10,2025-09-01T03:15:00+00:00,900,0.0000
13,2025-09-01T03:15:00+00:00,900,0.0000
12,2025-09-01T03:15:00+00:00,900,0.0000
2,2025-09-01T03:30:00+00:00,900,0.0710
1,2025-09-01T03:30:00+00:00,900,0.0000
3,2025-09-01T03:30:00+00:00,900,0.0000
4,2025-09-01T03:30:00+00:00,900,0.0000
11,2025-09-01T03:30:00+00:00,900,0.2840
10,2025-09-01T03:30:00+00:00,900,0.0000
13,2025-09-01T03:30:00+00:00,900,0.0000
12,2025-09-01T03:30:00+00:00,900,0.0000
2,2025-09-01T03:45:00+00:00,900,0.0710
1,2025-09-01T03:45:00+00:00,900,0.0000
3,2025-09-01T03:45:00+00:00,900,0.0000
4,2025-09-01T03:45:00+00:00,900,0.0000
11,2025-09-01T03:45:00+00:00,900,0.2840
10,2025-09-01T03:45:00+00:00,900,0.0000
13,2025-09-01T03:45:00+00:00,900,0.0000
12,2025-09-01T03:45:00+00:00,900,0.0000
2,2025-09-01T04:00:00+00:00,900,0.0730
1,2025-09-01T04:00:00+00:00,900,0.0000
3,2025-09-01T04:00:00+00:00,900,0.0000
4,2025-09-01T04:00:00+00:00,900,0.0000
11,2025-09-01T04:00:00+00:00,900,0.2920
10,2025-09-01T04:00:00+00:00,900,0.0000
13,2025-09-01T04:00:00+00:00,900,0.0000
12,2025-09-01T04:00:00+00:00,900,0.0000
2,2025-09-01T04:15:00+00:00,900,0.0740
1,2025-09-01T04:15:00+00:00,900,0.0000
3,2025-09-01T04:15:00+00:00,900,0.0000
4,2025-09-01T04:15:00+00:00,900,0.0000
11,2025-09-01T04:15:00+00:00,900,0.2960
10,2025-09-01T04:15:00+00:00,900,0.0000
13,2025-09-01T04:15:00+00:00,900,0.0000
12,2025-09-01T04:15:00+00:00,900,0.0000
2,2025-09-01T04:30:00+00:00,900,0.0820
1,2025-09-01T04:30:00+00:00,900,0.0000
3,2025-09-01T04:30:00+00:00,900,0.0000
4,2025-09-01T04:30:00+00:00,900,0.0000
11,2025-09-01T04:30:00+00:00,900,0.3280
10,2025-09-01T04:30:00+00:00,900,0.0000
13,2025-09-01T04:30:00+00:00,900,0.0000
12,2025-09-01T04:30:00+00:00,900,0.0000
2,2025-09-01T04:45:00+00:00,900,0.0850
1,2025-09-01T04:45:00+00:00,900,0.0000
3,2025-09-01T04:45:00+00:00,900,0.0000
4,2025-09-01T04:45:00+00:00,900,0.0000
11,2025-09-01T04:45:00+00:00,900,0.3400
10,2025-09-01T04:45:00+00:00,900,0.0000
13,2025-09-01T04:45:00+00:00,900,0.0000
12,2025-09-01T04:45:00+00:00,900,0.0000
2,2025-09-01T05:00:00+00:00,900,0.0800
1,2025-09-01T05:00:00+00:00,900,0.0000
3,2025-09-01T05:00:00+00:00,900,0.0000
4,2025-09-01T05:00:00+00:00,900,0.0000
11,2025-09-01T05:00:00+00:00,900,0.3200
10,2025-09-01T05:00:00+00:00,900,0.0000
13,2025-09-01T05:00:00+00:00,900,0.0000
12,2025-09-01T05:00:00+00:00,900,0.0000
2,2025-09-01T05:15:00+00:00,900,0.0710
1,2025-09-01T05:15:00+00:00,900,0.0000
3,2025-09-01T05:15:00+00:00,900,0.0000
4,2025-09-01T05:15:00+00:00,900,0.0000
11,2025-09-01T05:15:00+00:00,900,0.2840
10,2025-09-01T05:15:00+00:00,900,0.0000
13,2025-09-01T05:15:00+00:00,900,0.0000
12,2025-09-01T05:15:00+00:00,900,0.0000
2,2025-09-01T05:30:00+00:00,900,0.0710
1,2025-09-01T05:30:00+00:00,900,0.0000
3,2025-09-01T05:30:00+00:00,900,0.0000
4,2025-09-01T05:30:00+00:00,900,0.0000
11,2025-09-01T05:30:00+00:00,900,0.2840
10,2025-09-01T05:30:00+00:00,900,0.0000
13,2025-09-01T05:30:00+00:00,900,0.0000
12,2025-09-01T05:30:00+00:00,900,0.0000
2,2025-09-01T05:45:00+00:00,900,0.0700
1,2025-09-01T05:45:00+00:00,900,0.0000
3,2025-09-01T05:45:00+00:00,900,0.0000
4,2025-09-01T05:45:00+00:00,900,0.0000
11,2025-09-01T05:45:00+00:00,900,0.2800
10,2025-09-01T05:45:00+00:00,900,0.0000
13,2025-09-01T05:45:00+00:00,900,0.0000
12,2025-09-01T05:45:00+00:00,900,0.0000
2,2025-09-01T06:00:00+00:00,900,0.0700
1,2025-09-01T06:00:00+00:00,900,0.0000
3,2025-09-01T06:00:00+00:00,900,0.0000
4,2025-09-01T06:00:00+00:00,900,0.0000
11,2025-09-01T06:00:00+00:00,900,0.2800
10,2025-09-01T06:00:00+00:00,900,0.0000
13,2025-09-01T06:00:00+00:00,900,0.0000
12,2025-09-01T06:00:00+00:00,900,0.0000
2,2025-09-01T06:15:00+00:00,900,0.0970
1,2025-09-01T06:15:00+00:00,900,0.0000
3,2025-09-01T06:15:00+00:00,900,0.0000
4,2025-09-01T06:15:00+00:00,900,0.0000
11,2025-09-01T06:15:00+00:00,900,0.3880
10,2025-09-01T06:15:00+00:00,900,0.0000
13,2025-09-01T06:15:00+00:00,900,0.0000
12,2025-09-01T06:15:00+00:00,900,0.0000
2,2025-09-01T06:30:00+00:00,900,0.1350
1,2025-09-01T06:30:00+00:00,900,0.0000
3,2025-09-01T06:30:00+00:00,900,0.0000
4,2025-09-01T06:30:00+00:00,900,0.0000
11,2025-09-01T06:30:00+00:00,900,0.5400
10,2025-09-01T06:30:00+00:00,900,0.0000
13,2025-09-01T06:30:00+00:00,900,0.0000
12,2025-09-01T06:30:00+00:00,900,0.0000
2,2025-09-01T06:45:00+00:00,900,0.1610
1,2025-09-01T06:45:00+00:00,900,0.0000
3,2025-09-01T06:45:00+00:00,900,0.0000
4,2025-09-01T06:45:00+00:00,900,0.0000
11,2025-09-01T06:45:00+00:00,900,0.6440
10,2025-09-01T06:45:00+00:00,900,0.0000
13,2025-09-01T06:45:00+00:00,900,0.0000
12,2025-09-01T06:45:00+00:00,900,0.0000
2,2025-09-01T07:00:00+00:00,900,0.1640
1,2025-09-01T07:00:00+00:00,900,0.0000
3,2025-09-01T07:00:00+00:00,900,0.0000
4,2025-09-01T07:00:00+00:00,900,0.0000
11,2025-09-01T07:00:00+00:00,900,0.6560
10,2025-09-01T07:00:00+00:00,900,0.0000
13,2025-09-01T07:00:00+00:00,900,0.0000
12,2025-09-01T07:00:00+00:00,900,0.0000
2,2025-09-01T07:15:00+00:00,900,0.1640
1,2025-09-01T07:15:00+00:00,900,0.0000
3,2025-09-01T07:15:00+00:00,900,0.0000
4,2025-09-01T07:15:00+00:00,900,0.0000
11,2025-09-01T07:15:00+00:00,900,0.6560
10,2025-09-01T07:15:00+00:00,900,0.0000
13,2025-09-01T07:15:00+00:00,900,0.0000
12,2025-09-01T07:15:00+00:00,900,0.0000
2,2025-09-01T07:30:00+00:00,900,0.1430
1,2025-09-01T07:30:00+00:00,900,0.0000
3,2025-09-01T07:30:00+00:00,900,0.0000
4,2025-09-01T07:30:00+00:00,900,0.0000
11,2025-09-01T07:30:00+00:00,900,0.5720
10,2025-09-01T07:30:00+00:00,900,0.0000
13,2025-09-01T07:30:00+00:00,900,0.0000
12,2025-09-01T07:30:00+00:00,900,0.0000
2,2025-09-01T07:45:00+00:00,900,0.1430
1,2025-09-01T07:45:00+00:00,900,0.0000
3,2025-09-01T07:45:00+00:00,900,0.0000
4,2025-09-01T07:45:00+00:00,900,0.0000
11,2025-09-01T07:45:00+00:00,900,0.5720
10,2025-09-01T07:45:00+00:00,900,0.0000
13,2025-09-01T07:45:00+00:00,900,0.0000
12,2025-09-01T07:45:00+00:00,900,0.0000
2,2025-09-01T08:00:00+00:00,900,0.1550
1,2025-09-01T08:00:00+00:00,900,0.0000
3,2025-09-01T08:00:00+00:00,900,0.0000
4,2025-09-01T08:00:00+00:00,900,0.0000
11,2025-09-01T08:00:00+00:00,900,0.6200
10,2025-09-01T08:00:00+00:00,900,0.0000
13,2025-09-01T08:00:00+00:00,900,0.0000
12,2025-09-01T08:00:00+00:00,900,0.0000
2,2025-09-01T08:15:00+00:00,900,0.1730
1,2025-09-01T08:15:00+00:00,900,0.0000
3,2025-09-01T08:15:00+00:00,900,0.0000
4,2025-09-01T08:15:00+00:00,900,0.0000
11,2025-09-01T08:15:00+00:00,900,0.6920
10,2025-09-01T08:15:00+00:00,900,0.0000
13,2025-09-01T08:15:00+00:00,900,0.0000
12,2025-09-01T08:15:00+00:00,900,0.0000
2,2025-09-01T08:30:00+00:00,900,0.1520
1,2025-09-01T08:30:00+00:00,900,0.0000
3,2025-09-01T08:30:00+00:00,900,0.0000
4,2025-09-01T08:30:00+00:00,900,0.0000
11,2025-09-01T08:30:00+00:00,900,0.6080
10,2025-09-01T08:30:00+00:00,900,0.0000
13,2025-09-01T08:30:00+00:00,900,0.0000
12,2025-09-01T08:30:00+00:00,900,0.0000
2,2025-09-01T08:45:00+00:00,900,0.1450
1,2025-09-01T08:45:00+00:00,900,0.0000
3,2025-09-01T08:45:00+00:00,900,0.0000
4,2025-09-01T08:45:00+00:00,900,0.0000
11,2025-09-01T08:45:00+00:00,900,0.5800
10,2025-09-01T08:45:00+00:00,900,0.0000
13,2025-09-01T08:45:00+00:00,900,0.0000
12,2025-09-01T08:45:00+00:00,900,0.0000
2,2025-09-01T09:00:00+00:00,900,0.1410
1,2025-09-01T09:00:00+00:00,900,0.0000
3,2025-09-01T09:00:00+00:00,900,0.0000
4,2025-09-01T09:00:00+00:00,900,0.0000
11,2025-09-01T09:00:00+00:00,900,0.5640
10,2025-09-01T09:00:00+00:00,900,0.0000
13,2025-09-01T09:00:00+00:00,900,0.0000
12,2025-09-01T09:00:00+00:00,900,0.0000
2,2025-09-01T09:15:00+00:00,900,0.1600
1,2025-09-01T09:15:00+00:00,900,0.0000
3,2025-09-01T09:15:00+00:00,900,0.0000
4,2025-09-01T09:15:00+00:00,900,0.0000
11,2025-09-01T09:15:00+00:00,900,0.6400
10,2025-09-01T09:15:00+00:00,900,0.0000
13,2025-09-01T09:15:00+00:00,900,0.0000
12,2025-09-01T09:15:00+00:00,900,0.0000
2,2025-09-01T09:30:00+00:00,900,0.2650
1,2025-09-01T09:30:00+00:00,900,0.0000
3,2025-09-01T09:30:00+00:00,900,0.0000
4,2025-09-01T09:30:00+00:00,900,0.0000
11,2025-09-01T09:30:00+00:00,900,1.0600
10,2025-09-01T09:30:00+00:00,900,0.0000
13,2025-09-01T09:30:00+00:00,900,0.0000
12,2025-09-01T09:30:00+00:00,900,0.0000
2,2025-09-01T09:45:00+00:00,900,0.2760
1,2025-09-01T09:45:00+00:00,900,0.0000
3,2025-09-01T09:45:00+00:00,900,0.0000
4,2025-09-01T09:45:00+00:00,900,0.0000
11,2025-09-01T09:45:00+00:00,900,1.1040
10,2025-09-01T09:45:00+00:00,900,0.0000
13,2025-09-01T09:45:00+00:00,900,0.0000
12,2025-09-01T09:45:00+00:00,900,0.0000
2,2025-09-01T10:00:00+00:00,900,0.2760
1,2025-09-01T10:00:00+00:00,900,0.0000
3,2025-09-01T10:00:00+00:00,900,0.0000
4,2025-09-01T10:00:00+00:00,900,0.0000
11,2025-09-01T10:00:00+00:00,900,1.1040
10,2025-09-01T10:00:00+00:00,900,0.0000
13,2025-09-01T10:00:00+00:00,900,0.0000
12,2025-09-01T10:00:00+00:00,900,0.0000
2,2025-09-01T10:15:00+00:00,900,0.2750
1,2025-09-01T10:15:00+00:00,900,0.0000
3,2025-09-01T10:15:00+00:00,900,0.0000
4,2025-09-01T10:15:00+00:00,900,0.0000
11,2025-09-01T10:15:00+00:00,900,1.1000
10,2025-09-01T10:15:00+00:00,900,0.0000
13,2025-09-01T10:15:00+00:00,900,0.0000
12,2025-09-01T10:15:00+00:00,900,0.0000
2,2025-09-01T10:30:00+00:00,900,0.2820
1,2025-09-01T10:30:00+00:00,900,0.0000
3,2025-09-01T10:30:00+00:00,900,0.0000
4,2025-09-01T10:30:00+00:00,900,0.0000
11,2025-09-01T10:30:00+00:00,900,1.1280
10,2025-09-01T10:30:00+00:00,900,0.0000
13,2025-09-01T10:30:00+00:00,900,0.0000
12,2025-09-01T10:30:00+00:00,900,0.0000
2,2025-09-01T10:45:00+00:00,900,0.2360
1,2025-09-01T10:45:00+00:00,900,0.0000
3,2025-09-01T10:45:00+00:00,900,0.0000
4,2025-09-01T10:45:00+00:00,900,0.0000
11,2025-09-01T10:45:00+00:00,900,0.9440
10,2025-09-01T10:45:00+00:00,900,0.0000
13,2025-09-01T10:45:00+00:00,900,0.0000
12,2025-09-01T10:45:00+00:00,900,0.0000
2,2025-09-01T11:00:00+00:00,900,0.1670
1,2025-09-01T11:00:00+00:00,900,0.0000
3,2025-09-01T11:00:00+00:00,900,0.0000
4,2025-09-01T11:00:00+00:00,900,0.0000
11,2025-09-01T11:00:00+00:00,900,0.6680
10,2025-09-01T11:00:00+00:00,900,0.0000
13,2025-09-01T11:00:00+00:00,900,0.0000
12,2025-09-01T11:00:00+00:00,900,0.0000
2,2025-09-01T11:15:00+00:00,900,0.1630
1,2025-09-01T11:15:00+00:00,900,0.0000
3,2025-09-01T11:15:00+00:00,900,0.0000
4,2025-09-01T11:15:00+00:00,900,0.0000
11,2025-09-01T11:15:00+00:00,900,0.6520
10,2025-09-01T11:15:00+00:00,900,0.0000
13,2025-09-01T11:15:00+00:00,900,0.0000
12,2025-09-01T11:15:00+00:00,900,0.0000
2,2025-09-01T11:30:00+00:00,900,0.1500
1,2025-09-01T11:30:00+00:00,900,0.0000
3,2025-09-01T11:30:00+00:00,900,0.0000
4,2025-09-01T11:30:00+00:00,900,0.0000
11,2025-09-01T11:30:00+00:00,900,0.6000
10,2025-09-01T11:30:00+00:00,900,0.0000
13,2025-09-01T11:30:00+00:00,900,0.0000
12,2025-09-01T11:30:00+00:00,900,0.0000
2,2025-09-01T11:45:00+00:00,900,0.1440
1,2025-09-01T11:45:00+00:00,900,0.0000
3,2025-09-01T11:45:00+00:00,900,0.0000
4,2025-09-01T11:45:00+00:00,900,0.0000
11,2025-09-01T11:45:00+00:00,900,0.5760
10,2025-09-01T11:45:00+00:00,900,0.0000
13,2025-09-01T11:45:00+00:00,900,0.0000
12,2025-09-01T11:45:00+00:00,900,0.0000
2,2025-09-01T12:00:00+00:00,900,0.1470
1,2025-09-01T12:00:00+00:00,900,0.0000
3,2025-09-01T12:00:00+00:00,900,0.0000
4,2025-09-01T12:00:00+00:00,900,0.0000
11,2025-09-01T12:00:00+00:00,900,0.5880
10,2025-09-01T12:00:00+00:00,900,0.0000
13,2025-09-01T12:00:00+00:00,900,0.0000
12,2025-09-01T12:00:00+00:00,900,0.0000
2,2025-09-01T12:15:00+00:00,900,0.1420
1,2025-09-01T12:15:00+00:00,900,0.0000
3,2025-09-01T12:15:00+00:00,900,0.0000
4,2025-09-01T12:15:00+00:00,900,0.0000
11,2025-09-01T12:15:00+00:00,900,0.5680
10,2025-09-01T12:15:00+00:00,900,0.0000
13,2025-09-01T12:15:00+00:00,900,0.0000
12,2025-09-01T12:15:00+00:00,900,0.0000
2,2025-09-01T12:30:00+00:00,900,0.1590
1,2025-09-01T12:30:00+00:00,900,0.0000
3,2025-09-01T12:30:00+00:00,900,0.0000
4,2025-09-01T12:30:00+00:00,900,0.0000
11,2025-09-01T12:30:00+00:00,900,0.6360
10,2025-09-01T12:30:00+00:00,900,0.0000
13,2025-09-01T12:30:00+00:00,900,0.0000
12,2025-09-01T12:30:00+00:00,900,0.0000
2,2025-09-01T12:45:00+00:00,900,0.1510
1,2025-09-01T12:45:00+00:00,900,0.0000
3,2025-09-01T12:45:00+00:00,900,0.0000
4,2025-09-01T12:45:00+00:00,900,0.0000
11,2025-09-01T12:45:00+00:00,900,0.6040
10,2025-09-01T12:45:00+00:00,900,0.0000
13,2025-09-01T12:45:00+00:00,900,0.0000
12,2025-09-01T12:45:00+00:00,900,0.0000
2,2025-09-01T13:00:00+00:00,900,0.1420
1,2025-09-01T13:00:00+00:00,900,0.0000
3,2025-09-01T13:00:00+00:00,900,0.0000
4,2025-09-01T13:00:00+00:00,900,0.0000
11,2025-09-01T13:00:00+00:00,900,0.5680
10,2025-09-01T13:00:00+00:00,900,0.0000
13,2025-09-01T13:00:00+00:00,900,0.0000
12,2025-09-01T13:00:00+00:00,900,0.0000
2,2025-09-01T13:15:00+00:00,900,0.1440
1,2025-09-01T13:15:00+00:00,900,0.0000
3,2025-09-01T13:15:00+00:00,900,0.0000
4,2025-09-01T13:15:00+00:00,900,0.0000
11,2025-09-01T13:15:00+00:00,900,0.5760
10,2025-09-01T13:15:00+00:00,900,0.0000
13,2025-09-01T13:15:00+00:00,900,0.0000
12,2025-09-01T13:15:00+00:00,900,0.0000
2,2025-09-01T13:30:00+00:00,900,0.1410
1,2025-09-01T13:30:00+00:00,900,0.0000
3,2025-09-01T13:30:00+00:00,900,0.0000
4,2025-09-01T13:30:00+00:00,900,0.0000
11,2025-09-01T13:30:00+00:00,900,0.5640
10,2025-09-01T13:30:00+00:00,900,0.0000
13,2025-09-01T13:30:00+00:00,900,0.0000
12,2025-09-01T13:30:00+00:00,900,0.0000
2,2025-09-01T13:45:00+00:00,900,0.1480
1,2025-09-01T13:45:00+00:00,900,0.0000
3,2025-09-01T13:45:00+00:00,900,0.0000
4,2025-09-01T13:45:00+00:00,900,0.0000
11,2025-09-01T13:45:00+00:00,900,0.5920
10,2025-09-01T13:45:00+00:00,900,0.0000
13,2025-09-01T13:45:00+00:00,900,0.0000
12,2025-09-01T13:45:00+00:00,900,0.0000
2,2025-09-01T14:00:00+00:00,900,0.1650
1,2025-09-01T14:00:00+00:00,900,0.0000
3,2025-09-01T14:00:00+00:00,900,0.0000
4,2025-09-01T14:00:00+00:00,900,0.0000
11,2025-09-01T14:00:00+00:00,900,0.6600
10,2025-09-01T14:00:00+00:00,900,0.0000
13,2025-09-01T14:00:00+00:00,900,0.0000
12,2025-09-01T14:00:00+00:00,900,0.0000
2,2025-09-01T14:15:00+00:00,900,0.1570
1,2025-09-01T14:15:00+00:00,900,0.0000
3,2025-09-01T14:15:00+00:00,900,0.0000
4,2025-09-01T14:15:00+00:00,900,0.0000
11,2025-09-01T14:15:00+00:00,900,0.6280
10,2025-09-01T14:15:00+00:00,900,0.0000
13,2025-09-01T14:15:00+00:00,900,0.0000
12,2025-09-01T14:15:00+00:00,900,0.0000
2,2025-09-01T14:30:00+00:00,900,0.1440
1,2025-09-01T14:30:00+00:00,900,0.0000
3,2025-09-01T14:30:00+00:00,900,0.0000
4,2025-09-01T14:30:00+00:00,900,0.0000
11,2025-09-01T14:30:00+00:00,900,0.5760
10,2025-09-01T14:30:00+00:00,900,0.0000
13,2025-09-01T14:30:00+00:00,900,0.0000
12,2025-09-01T14:30:00+00:00,900,0.0000
2,2025-09-01T14:45:00+00:00,900,0.1410
1,2025-09-01T14:45:00+00:00,900,0.0000
3,2025-09-01T14:45:00+00:00,900,0.0000
4,2025-09-01T14:45:00+00:00,900,0.0000
11,2025-09-01T14:45:00+00:00,900,0.5640
10,2025-09-01T14:45:00+00:00,900,0.0000
13,2025-09-01T14:45:00+00:00,900,0.0000
12,2025-09-01T14:45:00+00:00,900,0.0000
2,2025-09-01T15:00:00+00:00,900,0.0860
1,2025-09-01T15:00:00+00:00,900,0.0000
3,2025-09-01T15:00:00+00:00,900,0.0000
4,2025-09-01T15:00:00+00:00,900,0.0000
11,2025-09-01T15:00:00+00:00,900,0.3440
10,2025-09-01T15:00:00+00:00,900,0.0000
13,2025-09-01T15:00:00+00:00,900,0.0000
12,2025-09-01T15:00:00+00:00,900,0.0000
2,2025-09-01T15:15:00+00:00,900,0.2260
1,2025-09-01T15:15:00+00:00,900,0.0000
3,2025-09-01T15:15:00+00:00,900,0.0000
4,2025-09-01T15:15:00+00:00,900,0.0000
11,2025-09-01T15:15:00+00:00,900,0.9040
10,2025-09-01T15:15:00+00:00,900,0.0000
13,2025-09-01T15:15:00+00:00,900,0.0000
12,2025-09-01T15:15:00+00:00,900,0.0000
2,2025-09-01T15:30:00+00:00,900,0.4720
1,2025-09-01T15:30:00+00:00,900,0.0000
3,2025-09-01T15:30:00+00:00,900,0.0000
4,2025-09-01T15:30:00+00:00,900,0.0000
11,2025-09-01T15:30:00+00:00,900,1.8880
10,2025-09-01T15:30:00+00:00,900,0.0000
13,2025-09-01T15:30:00+00:00,900,0.0000
12,2025-09-01T15:30:00+00:00,900,0.0000
2,2025-09-01T15:45:00+00:00,900,0.4790
1,2025-09-01T15:45:00+00:00,900,0.0000
3,2025-09-01T15:45:00+00:00,900,0.0000
4,2025-09-01T15:45:00+00:00,900,0.0000
11,2025-09-01T15:45:00+00:00,900,1.9160
10,2025-09-01T15:45:00+00:00,900,0.0000
13,2025-09-01T15:45:00+00:00,900,0.0000
12,2025-09-01T15:45:00+00:00,900,0.0000
2,2025-09-01T16:00:00+00:00,900,0.2400
1,2025-09-01T16:00:00+00:00,900,0.0000
3,2025-09-01T16:00:00+00:00,900,0.0000
4,2025-09-01T16:00:00+00:00,900,0.0000
11,2025-09-01T16:00:00+00:00,900,0.9600
10,2025-09-01T16:00:00+00:00,900,0.0000
13,2025-09-01T16:00:00+00:00,900,0.0000
12,2025-09-01T16:00:00+00:00,900,0.0000
2,2025-09-01T16:15:00+00:00,900,0.0940
1,2025-09-01T16:15:00+00:00,900,0.0000
3,2025-09-01T16:15:00+00:00,900,0.0000
4,2025-09-01T16:15:00+00:00,900,0.0000
11,2025-09-01T16:15:00+00:00,900,0.3760
10,2025-09-01T16:15:00+00:00,900,0.0000
13,2025-09-01T16:15:00+00:00,900,0.0000
12,2025-09-01T16:15:00+00:00,900,0.0000
2,2025-09-01T16:30:00+00:00,900,0.0960
1,2025-09-01T16:30:00+00:00,900,0.0000
3,2025-09-01T16:30:00+00:00,900,0.0000
4,2025-09-01T16:30:00+00:00,900,0.0000
11,2025-09-01T16:30:00+00:00,900,0.3840
10,2025-09-01T16:30:00+00:00,900,0.0000
13,2025-09-01T16:30:00+00:00,900,0.0000
12,2025-09-01T16:30:00+00:00,900,0.0000
2,2025-09-01T16:45:00+00:00,900,0.2490
